"Enable this feature to display related videos at the end of each video?";"Enable this feature to display related videos at the end of each video?"
"Do you want to let members view videos? If set to no, some other settings on this page may not apply.";"Do you want to let members view videos? If set to no, some other settings on this page may not apply."
"Do you want to let members create videos? If set to no, some other settings on this page may not apply. This is useful if you want members to be able to view videos, but only want certain levels to be able to create videos.";"Do you want to let members create videos? If set to no, some other settings on this page may not apply. This is useful if you want members to be able to view videos, but only want certain levels to be able to create videos."
"Do you want to let members edit videos? If set to no, some other settings on this page may not apply.";"Do you want to let members edit videos? If set to no, some other settings on this page may not apply."
"Do you want to let members delete videos? If set to no, some other settings on this page may not apply.";"Do you want to let members delete videos? If set to no, some other settings on this page may not apply."
"Do you want to let members of this level comment on videos?";"Do you want to let members of this level comment on videos?"
"Your members can choose from any of the options checked below when they decide who can see their video. If you do not check any options, everyone will be allowed to view videos.";"Your members can choose from any of the options checked below when they decide who can see their video. If you do not check any options, everyone will be allowed to view videos."
"Your members can choose from any of the options checked below when they decide who can post comments on their video. If you do not check any options, everyone will be allowed to post comments on media.";"Your members can choose from any of the options checked below when they decide who can post comments on their video. If you do not check any options, everyone will be allowed to post comments on media."
"Enter the maximum number of allowed videos. The field must contain an integer, use zero for unlimited.";"Enter the maximum number of allowed videos. The field must contain an integer, use zero for unlimited."
"No of First Actions";"No of First Actions"
"Do you want to let members view video playlists? If set to no, some other settings on this page may not apply.";"Do you want to let members view video playlists? If set to no, some other settings on this page may not apply."
"Do you want to let members create video playlists? If set to no, some other settings on this page may not apply. This is useful if you want members to be able to view videos, but only want certain levels to be able to create video playlists.";"Do you want to let members create video playlists? If set to no, some other settings on this page may not apply. This is useful if you want members to be able to view videos, but only want certain levels to be able to create video playlists."
"Do you want to let members edit video playlists? If set to no, some other settings on this page may not apply.";"Do you want to let members edit video playlists? If set to no, some other settings on this page may not apply."
"Do you want to let members delete video playlists? If set to no, some other settings on this page may not apply.";"Do you want to let members delete video playlists? If set to no, some other settings on this page may not apply."
"Do you want to let members of this level comment on video playlists?";"Do you want to let members of this level comment on video playlists?"
"Your members can choose from any of the options checked below when they decide who can see their playlists. If you do not check any options, everyone will be allowed to view video playlists.";"Your members can choose from any of the options checked below when they decide who can see their playlists. If you do not check any options, everyone will be allowed to view video playlists."
"Your members can choose from any of the options checked below when they decide who can post comments on their playlists. If you do not check any options, everyone will be allowed to post comments on the playlists.";"Your members can choose from any of the options checked below when they decide who can post comments on their playlists. If you do not check any options, everyone will be allowed to post comments on the playlists."
"Enter the maximum number of allowed playlists. The field must contain an integer, use zero for unlimited.";"Enter the maximum number of allowed playlists. The field must contain an integer, use zero for unlimited."
"Do you want to let members view video channels? If set to no, some other settings on this page may not apply.";"Do you want to let members view video channels? If set to no, some other settings on this page may not apply."
"Do you want to let members create video channels? If set to no, some other settings on this page may not apply. This is useful if you want members to be able to view videos, but only want certain levels to be able to create video channels.";"Do you want to let members create video channels? If set to no, some other settings on this page may not apply. This is useful if you want members to be able to view videos, but only want certain levels to be able to create video channels."
"Do you want to let members edit video channels? If set to no, some other settings on this page may not apply.";"Do you want to let members edit video channels? If set to no, some other settings on this page may not apply."
"Do you want to let members delete video channels? If set to no, some other settings on this page may not apply.";"Do you want to let members delete video channels? If set to no, some other settings on this page may not apply."
"Do you want to let members of this level comment on video channels?";"Do you want to let members of this level comment on video channels?"
"Your members can choose from any of the options checked below when they decide who can see their channels. If you do not check any options, everyone will be allowed to view video channels.";"Your members can choose from any of the options checked below when they decide who can see their channels. If you do not check any options, everyone will be allowed to view video channels."
"Your members can choose from any of the options checked below when they decide who can post comments on their channels. If you do not check any options, everyone will be allowed to post comments on the channels.";"Your members can choose from any of the options checked below when they decide who can post comments on their channels. If you do not check any options, everyone will be allowed to post comments on the channels."
"Enter the maximum number of allowed channels. The field must contain an integer, use zero for unlimited.";"Enter the maximum number of allowed channels. The field must contain an integer, use zero for unlimited."
"Who may see this channel?";"Who may see this channel?"
"Who may post comments on this channel?";"Who may post comments on this channel?"
"Who may see this playlist?";"Who may see this playlist?"
"Who may post comments on this playlist?";"Who may post comments on this playlist?"
"Who may see this video?";"Who may see this video?"
"Who may post comments on this video?";"Who may post comments on this video?"
"When a new photo is uploaded, the old one will be deleted";"When a new photo is uploaded, the old one will be deleted"
"Paste the web address of the Youtube video here.";"Paste the web address of the Youtube video here."
"Separate tags with commas.";"Separate tags with commas."
"Recommended aspect ratio 16:9.";"Recommended aspect ratio 16:9."
"Credit/Action";"Credit/Action"
"Credit for next action";"Credit for next action"
"Max Credit/Period";"Max Credit/Period"
"Period (days)";"Period (days)"
"Click and drag to reorder videos in playlist";"Click and drag to reorder videos in playlist"
"Displays a menu in the video channel browse page.";"Displays a menu in the video channel browse page."
"Displays a creation menu in the video channel browse page.";"Displays a creation menu in the video channel browse page."
"Displays a search box in the video channel page.";"Displays a search box in the video channel page."
"Displays categories in the video channel page.";"Displays categories in the video channel page."
"Displays featured videos in the video channel browse page.";"Displays featured videos in the video channel browse page."
"Displays latest videos in the video channel browse page.";"Displays latest videos in the video channel browse page."
"Displays most commented videos in the video channel browse page.";"Displays most commented videos in the video channel browse page."
"Displays favorited videos in the video channel browse page.";"Displays favorited videos in the video channel browse page."
"Displays most liked videos in the video channel browse page.";"Displays most liked videos in the video channel browse page."
"Displays popular videos in the video channel browse page.";"Displays popular videos in the video channel browse page."
"Displays recommended videos in the video channel browse page.";"Displays recommended videos in the video channel browse page."
"Displays top rated videos in the video channel browse page.";"Displays top rated videos in the video channel browse page."
"Displays a management menu in my items page.";"Displays a management menu in my items page."
"Displays featured channels in all channels page.";"Displays featured channels in all channels page."
"Displays latest channels in all channels page.";"Displays latest channels in all channels page."
"Displays most commented channels in all channels page.";"Displays most commented channels in all channels page."
"Displays subscribed channels in all channels page.";"Displays subscribed channels in all channels page."
"Displays most liked channels in all channels page.";"Displays most liked channels in all channels page."
"Displays channel of the day in all channels page.";"Displays channel of the day in all channels page."
"Displays latest playlists in all playlists page.";"Displays latest playlists in all playlists page."
"Displays most commented channels in all playlists page.";"Displays most commented channels in all playlists page."
"Displays subscribed channels in all playlists page.";"Displays subscribed channels in all playlists page."
"Displays create playlist button in all playlists page.";"Displays create playlist button in all playlists page."
"Displays related videos in video detail page.";"Displays related videos in video detail page."
"Displays videos of channel in video detail page.";"Displays videos of channel in video detail page."
"Displays related channels in channel detail page.";"Displays related channels in channel detail page."
"Displays other videos in video detail page.";"Displays other videos in video detail page."
"Displays other playlists in playlist detail page.";"Displays other playlists in playlist detail page."
"Displays videos slide show in playlist detail page.";"Displays videos slide show in playlist detail page."
"Displays a member\";"Displays a member\"
"Displays a list of video tags.";"Displays a list of video tags."
"This is the home page for the Video Channel.";"This is the home page for the Video Channel."
"This is videos listing page for the Video Channel.";"This is videos listing page for the Video Channel."
"This is all channels page for the Video Channel.";"This is all channels page for the Video Channel."
"This is all channels listing page for the Video Channel.";"This is all channels listing page for the Video Channel."
"This is all playlists page for the Video Channel.";"This is all playlists page for the Video Channel."
"This is all playlists listing page for the Video Channel.";"This is all playlists listing page for the Video Channel."
"This page allows video to be shared.";"This page allows video to be shared."
"This page allows video to be edited.";"This page allows video to be edited."
"This is the add a channel page for the Video Channel.";"This is the add a channel page for the Video Channel."
"This is the get channel page for the Video Channel.";"This is the get channel page for the Video Channel."
"This is the edit a channel page for the Video Channel.";"This is the edit a channel page for the Video Channel."
"This is my videos page for the Video Channel.";"This is my videos page for the Video Channel."
"This is favorite videos page for the Video Channel.";"This is favorite videos page for the Video Channel."
"This is my channels page for the Video Channel.";"This is my channels page for the Video Channel."
"This is channel subscriptions page for the Video Channel.";"This is channel subscriptions page for the Video Channel."
"This is my playlists page for the Video Channel.";"This is my playlists page for the Video Channel."
"This page allows playlist to be created.";"This page allows playlist to be created."
"This page allows playlist to be edited.";"This page allows playlist to be edited."
"This is the detail page for a video.";"This is the detail page for a video."
"This is the detail page for a channel.";"This is the detail page for a channel."
"This is the detail page for a playlist.";"This is the detail page for a playlist."
"YN - Video Channel";"YN - Video Channel"
"Category Name";"Category Name"
"Search";"Search"
"Number of Channels";"Number of Channels"
"Grabbing Videos";"Grabbing Videos"
"Automatically get Videos";"Automatically get Videos"
"AddThis - Profile ID";"AddThis - Profile ID"
"YouTube Data API key";"YouTube Data API key"
"Enable Auto Play?";"Enable Auto Play?"
"Enable Full Screen?";"Enable Full Screen?"
"Youtube Related Videos";"Youtube Related Videos"
"Save changes";"Save changes"
"Allow Viewing of Videos?";"Allow Viewing of Videos?"
"Allow Creation of Videos?";"Allow Creation of Videos?"
"Allow Editing of Videos?";"Allow Editing of Videos?"
"Allow Deletion of Videos?";"Allow Deletion of Videos?"
"Allow Commenting on Videos?";"Allow Commenting on Videos?"
"Video Privacy";"Video Privacy"
"Video Comment Options";"Video Comment Options"
"Maximum Allowed Videos";"Maximum Allowed Videos"
"Credit for sharing new video";"Credit for sharing new video"
"Allow Viewing of Video Playlists?";"Allow Viewing of Video Playlists?"
"Allow Creation of Video Playlists?";"Allow Creation of Video Playlists?"
"Allow Editing of Video Playlists?";"Allow Editing of Video Playlists?"
"Allow Deletion of Video Playlists?";"Allow Deletion of Video Playlists?"
"Allow Commenting on Video Playlists?";"Allow Commenting on Video Playlists?"
"Video Playlist Privacy";"Video Playlist Privacy"
"Video Playlist Comment Options";"Video Playlist Comment Options"
"Maximum Allowed Playlists";"Maximum Allowed Playlists"
